comment,comment_length,word_count,bert_sentiment
Precio??,8,1,neutral
@꧁•⊹٭MC-Martin٭⊹•꧂,18,1,neutral
Mandar catalogo al 979175581,28,4,neutral
"Lo usa un pegalon, paso",23,5,neutral
perfume,7,1,neutral
🤩🤩🤩,3,1,positive
Precio,6,1,neutral
perfume,7,1,neutral
Donde lo puedo comprar estimado,31,5,neutral
perfume,7,1,neutral
kcheraz@,8,1,neutral
Información?,13,1,neutral
precio,6,1,neutral
Yo con mi bolivar 🗿,19,5,neutral
precio??,8,1,neutral
perfume,7,1,neutral
"Hola, precio porfavor",21,3,neutral
información donde lo puedo comprar y precio,43,7,neutral
Esa vaina está 30 euros en Alemania,35,7,neutral
precio?,8,1,neutral
Yo quiero,9,2,neutral
perfume,7,1,neutral
Precio,6,1,neutral
Perfume,7,1,neutral
precio hermano?,15,2,neutral
nada le gana al perfume de Spiderman y de paw patrol 😎,54,12,neutral
y eso que no ha olido mis pedos,31,8,neutral
"mejor es el khamrah Qwha, ahí si vez más cumplidos",50,10,neutral
precio,6,1,neutral
que fue es Yola Polastri?,25,5,neutral
Perfume,7,1,neutral
precio,6,1,neutral
"eSe perfume es para económicos 230 soles en Ripley, que será si huelen el Aventus de creed la flaca se entrega.",113,21,neutral
catálogo,8,1,neutral
cotizame,8,1,neutral
Precio,6,1,neutral
Y que precio,12,3,neutral
perfume,7,1,neutral
precio,6,1,neutral
Precio?,7,1,neutral
como esta,9,2,neutral
ese perfume noquea a las mujeres con su fragancia waaaa🤑🤑,57,10,neutral
Perfume,7,1,neutral
perfume,7,1,neutral
Perfume,7,1,neutral
precio,6,1,neutral
perfume olor galleta,20,3,neutral
Precio,6,1,neutral
precio e información,20,3,neutral
🥰🥰🥰,3,1,positive
perfume,7,1,neutral
yo uso el de cr7 y vuelto locas a las gringas 😎,47,12,positive
perfume me interesa cuanto esta?,32,5,neutral
Perfume,7,1,neutral
el perfume más sobrevalorado,28,4,neutral
perfume,7,1,neutral
precio?,7,1,neutral
Precio,6,1,neutral
perfume,7,1,neutral
Perfume,7,1,neutral
lo recomiendan?,15,2,neutral
No le gana al salvaje de Cristian meier,39,8,neutral
Precio,6,1,neutral
precio,6,1,neutral
"no es para el calor de lima, varios se fueron de cara solo por ese video y tiraron la money, guarden su perfume para invierno nomás si es que hay",145,30,neutral
Usa poet,8,2,neutral
Jajaja,6,1,neutral
Porq Flavia está andando con L4KRS?,36,6,neutral
Precio?,7,1,neutral
en dónde lo venden,18,4,neutral
el equivalente lo es todo,25,5,neutral
"precio mano, fast cash",23,4,neutral
perfume,7,1,neutral
Precio?,7,1,neutral
😁😁😁,3,1,positive
costo,5,1,neutral
info,4,1,neutral
😳😳😳,3,1,neutral
precio?,7,1,neutral
rait lo es todo,15,4,neutral
perfume,7,1,neutral
Y los jacintos van a buscar el perfume 😏🤣😂😂 yo con mi axe de 10soles les gano😏🤣😂😂,81,17,neutral
perfume,7,1,neutral
perfume,7,1,neutral
mu poquito perfume pones en los decants 👎🏻👎🏻,44,8,neutral
Reyes,16,1,neutral
🤩😳,2,1,positive
Perfume😎,8,1,neutral
perfume,7,1,neutral
Precio?,8,1,neutral
Cuál es el precio,17,4,neutral
sólo porque lo dice esa flaca...ya todos quieren ese perfume😂😂😂,63,10,neutral
😳😳😳,3,1,neutral
😂😂😂,3,1,neutral
khamra o 9pm?,14,3,neutral
olor a atun,11,3,neutral
precio,6,1,neutral
precio,6,1,neutral
info,4,1,neutral
información y peecio,20,3,neutral
precio,6,1,neutral
el perfume perfecto para gomear a tu novia 🥰,44,9,positive
😂😂😂,3,1,neutral
Es confiables?,15,2,neutral
perfume,7,1,neutral
perfume,7,1,neutral
Perfume,7,1,neutral
perfume,7,1,neutral
Precio??,8,1,neutral
info,4,1,neutral
preciooo,8,1,neutral
infooooooo,10,1,neutral
perfume,7,1,neutral
Soy fiel al limón del mercado más riko y barato,47,10,neutral
precio,6,1,neutral
"Sean sinceros, ese o el Heno de Pravia??",40,8,neutral
precio,6,1,neutral
costo,5,1,neutral
Precio,6,1,neutral
Perfume,7,1,neutral
perfume,7,1,neutral
Precio,6,1,neutral
Precio?,8,1,neutral
perfume y precio,16,3,neutral
información,11,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
Precio 🤔,8,2,neutral
"Alguien sabe de alguno parecido a NO LIMITS, color azul era de unique",69,13,neutral
perfume gooo,12,2,neutral
Perfume,7,1,neutral
No me importa la opinión de ella,32,7,neutral
Perfume,7,1,neutral
precio,6,1,neutral
Info porfa,10,2,neutral
Hola precio?,12,2,neutral
Precio,6,1,neutral
Precio,6,1,neutral
precio,6,1,neutral
Perfume,7,1,neutral
Quiero comprar un poquito para ver qué tal donde pago,53,10,neutral
Esencia d epegalo.,18,3,neutral
precio,6,1,neutral
ese perfume también me hará pegarle a mi novia?😏,48,9,neutral
mejor uso mi perfume legendario agugu,37,6,neutral
Info???,8,1,neutral
es el regalón de mujeres,24,5,neutral
perfume,7,1,neutral
buena publicidad xd,19,3,neutral
"bueno, pero no para verano 💀💀💀",30,6,negative
perfume,7,1,neutral
precio,6,1,neutral
Precio hermano?? 💯💯,20,3,neutral
Y por que los guantes? Siempre los anuncios wachafos usan guantes,65,11,neutral
🥰🥰🥰,3,1,positive
Si pero no dura nada,20,5,neutral
🥰🥰🥰,3,1,positive
precio,6,1,neutral
esta 15 en aliexpress,21,4,neutral
costo,5,1,neutral
Información,11,1,neutral
información,11,1,neutral
información,11,1,neutral
está barato,11,2,neutral
ya sabes para todo pegalon tienen su descuento 😅😅😅,50,9,neutral
😂😂😂,3,1,neutral
ya cuanto tmr pa juntar,23,5,neutral
precio,6,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
no supera al axe monarca de las sobras.,39,8,neutral
cuanto está?,12,2,neutral
guantes negro🤔 perfumes caros😏,30,4,neutral
"ese perfume no va con chibolos, solo para caballeros, así q si eres joven no lo compres, hay mejores opciones",109,20,neutral
Precio,6,1,neutral
amigo,5,1,neutral
perfume,7,1,neutral
precio!!!,10,1,positive
yo quiero xd,12,3,neutral
perfume,7,1,neutral
Perfume,7,1,neutral
osea mi poette aroma bebe no pasa?,34,7,neutral
perfume,7,1,neutral
precio,6,1,neutral
Info,4,1,neutral
Precio?,7,1,neutral
Perfume,7,1,neutral
info,4,1,neutral
precio,6,1,neutral
cuánto vale en temu,19,4,neutral
ya pero precio?,15,3,neutral
Qué precio tiene,16,3,neutral
Donde compro,12,2,neutral
info,4,1,neutral
JAJA ahora todos quieren comprar eso,36,6,neutral
Perfume,7,1,neutral
😳😳😳,3,1,neutral
Perfume,7,1,neutral
Perfume,7,1,neutral
Perfume,7,1,neutral
Precio,6,1,neutral
dónde tienda física?,20,3,neutral
información,11,1,neutral
perfume,7,1,neutral
Pero dura poco,14,3,neutral
Perfume?,8,1,neutral
precio quiero comprarlo rápido,30,4,neutral
Perfume,7,1,neutral
precio,6,1,neutral
Perfume,7,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
Perfumeeee 🔥,12,2,positive
dónde lo compro?,16,3,neutral
Numero para pedidos,19,3,neutral
Precio,6,1,neutral
precio porfavorb,16,2,neutral
1200 so ya les doy el precio,28,7,neutral
precio,6,1,neutral
perfume,7,1,neutral
quiero uno 🗿🗿🗿,14,3,neutral
precio,6,1,neutral
info,4,1,neutral
precio y hace envíos,20,4,neutral
Cuánto está?,12,2,neutral
ALGUIEN PA COMPRARLO A MEDIAS XD,32,6,neutral
Precio,6,1,neutral
precio,6,1,neutral
🌹🌹🌹,3,1,positive
precio,6,1,neutral
Info,4,1,neutral
precio,6,1,neutral
Perfume,7,1,neutral
precio,6,1,neutral
precio,6,1,neutral
😁,1,1,positive
perfume,7,1,neutral
inf,3,1,neutral
pato por dialis💀💀💀,18,3,negative
precio,6,1,neutral
precio,6,1,neutral
Aver,4,1,neutral
información por favor,21,3,neutral
Info,4,1,neutral
perfume,7,1,neutral
cuál es su precio??,20,4,neutral
información porfa,17,2,neutral
precio,6,1,neutral
Perfume,7,1,neutral
Costo y delibery,16,3,neutral
Precio,6,1,neutral
PRECIOS;;?,10,1,neutral
precio,6,1,neutral
perfume,7,1,neutral
dirección,9,1,neutral
Perfume,7,1,neutral
información,11,1,neutral
Perfume,7,1,neutral
información,11,1,neutral
precio,6,1,neutral
Info,4,1,neutral
PERFUME,7,1,neutral
dónde keda la tienda,20,4,neutral
Perfume,7,1,neutral
precio,6,1,neutral
perfume,7,1,neutral
Precio,6,1,neutral
perfume,7,1,neutral
huele ha hierba,15,3,neutral
perfume ✨,9,2,positive
Néctar,6,1,neutral
Perfume,7,1,neutral
Precio,6,1,neutral
algún héroe que diga precio?,28,5,neutral
Información,11,1,neutral
Perfume,7,1,neutral
perfume,7,1,neutral
inf. de precios,15,3,neutral
perfume 🔥,9,2,positive
perfume,7,1,neutral
precio,6,1,neutral
perfume para mujeres?,21,3,neutral
perfume,7,1,neutral
precio? y xq tan caro?,24,5,neutral
perfume 🥺,9,2,neutral
perfume,7,1,neutral
perfume,7,1,neutral
tan sencillo que te bañes y listo.,34,7,neutral
precio,6,1,neutral
información,11,1,neutral
Limón nomas,11,2,neutral
precio?,8,1,neutral
Arequipa?,9,1,neutral
precio,6,1,neutral
info,4,1,neutral
info,4,1,neutral
precio,6,1,neutral
infoo,5,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
perfume,7,1,neutral
precio??,8,1,neutral
información,11,1,neutral
Preciooo??,10,1,neutral
Y porque dicen que huele como a mujer,37,8,neutral
Perfume,7,1,neutral
Info,4,1,neutral
Alguiem que ya haya comprado??,30,5,neutral
información,11,1,neutral
info,4,1,neutral
perfumeee,9,1,neutral
Es muy bueno recomendado para días nublados 👌🏽,46,8,positive
cuanto esta el decans,21,4,neutral
precio,6,1,neutral
precio,6,1,neutral
precio envío a provincia,24,4,neutral
perfume,7,1,neutral
precio,6,1,neutral
Casio Marlin es lo mejor calidad precio,39,7,neutral
"te faltaría comparar el mdv 107, el casio duro o marlin....",59,11,neutral
te falta el Casio Edifice EF106D-2AV además es gama más alta y solo 40€,71,14,neutral
Con casio ahorras en precio pero no en dolor mandibular para nombrarlos,71,12,neutral
Yo tengo el MTP-1302PD-3AV en color tiffany’s pero según yo solo resiste salpicaduras,85,13,neutral
el tercero es de mujer Casio tank 😁,35,8,positive
"Casio es de esas marcas que jamás utilizaría se miran de muy baja calidad y por el precio cualquiera los puede tener y son muy comunes, tal vez me equivoco y tampoco los he probado",180,35,neutral
Que bueno que tienen nombre faciles y recordables! Enhorabuena a todo el dpto de Marketing!,91,15,neutral
"Pregunta, los casio en dorado no se despintan?",46,8,neutral
los relojes pequeños son de jugador de padel,44,8,neutral
Son de abuelo 😵‍💫,17,4,neutral
tengo el 2dooo 🥵😻,17,4,positive
dónde lo compran?,17,3,neutral
el 3° valdría para mujer? me gusta y además tengo la muñeca pequeña (todos los relojes me los veo enormes),106,20,neutral
"Casio Oceanus OCW-T150-2AJF Multiband 6 también este, joya",58,8,neutral
Madre mía con los nombres 😂,27,6,neutral
y luego miras la hora en el teléfono 😂,38,9,neutral
"El 3o es de mujer realmente. La referencia LTP es de mujeres, MTP de hombres.",77,15,neutral
"El último ahora mismo está por 50 euros, yo me lo compré y muy chulo",68,15,neutral
"Me encanta el marlin para trabajar, te ves bien, es resistente y si se daña no es caro 🗿",88,19,neutral
dónde los compraste? en alguna página que haga envíos internacionales?,70,10,neutral
me quedo con mi casio A168,26,6,neutral
Puedes poner el enlace del primero?,35,6,neutral
Los nombres de los hijos de Elon Musk,37,8,neutral
gracias por indicar que el último marca la hora,47,9,neutral
"haa que eso son los nombres,pensaba que te habías picado con Eminem jajaja",75,13,neutral
"Los Casio están muy bien en calidad y precio,tengo uno que lo llevo siempre y estoy encantada.El primer reloj y el de la pulsera de piel en negro esta muy chulo,pero te doy la razón es muy pequeño",196,38,neutral
envios a bolivia,16,3,neutral
"Buena presentación y totalmente de acuerdo con la valoración de los 4. Recomendaría comprar el 1° y el 4°, por estética y precio.",129,23,neutral
Donde vivo los Casio valen 3 veces más de lo normal 😐,53,12,neutral
reloj y trabalenguas por el mismo precio.... negociazo!,55,8,neutral
"Esos nombres de los relojes casio, como que fueran nombres de armas",67,12,neutral
what you will choose to 440 euro,32,7,neutral
para mujer porfas,17,3,neutral
me encantaria usar reloj pero tengo las muñecas delgadas 😔,58,10,neutral
"Me gustan todos menos el segundo (no es que sea un mal reloj, pero lo veo demasiado “común”)",92,18,neutral
Donde los pudo conseguir?,25,4,neutral
si pone casio ya no es elegante tio,35,8,neutral
"tengo dos de los cuatro, el dorado y el negro, y si, son guapos y baratos, los recomiendo",89,18,neutral
se parecen mucho el primero y el último no?,43,9,neutral
Like si fuiste un caballero que entendiste la referencia Súper Elegante 🧐,73,12,neutral
yo también me los pongo en la muñeca derecha y no soy zurdo,59,13,neutral
Esos nombres parecen seriales de WINDOws!,41,6,neutral
Y los casio linea g shock? 🤨,28,7,neutral
ninguno me convenció para comprar prefiero el Casio Edifice,59,9,neutral
Los nombres son códigos de la NASA. 🤦🏻‍♂️,41,8,negative
El más elegante de todos irónicamente es el más barato,54,10,neutral
elegante y usa casio,20,4,neutral
El primero es super topp,24,5,neutral
Madre mía Casio con los nombres de contraseña de wifi,53,10,neutral
El primero es una belleza 💚💚,28,6,positive
no está el Casio de calculadora amigo 😏😅,40,8,neutral
No se si me esta diciendo el nombre o un código nuclear,55,12,neutral
"Son homenajes del oyster perpetual, cartier y tissot prx",56,9,neutral
Hay relojes Casio a cuerda?,27,5,neutral
"Wow que bonito se ve el primer reloj y eso que es el más barato, oye bro esos relojes nada más los puedo utilizar para una reunión importante? o también para todos los días jeje",177,35,neutral
Casio q muestre fecha y día de la semana? Casio automático tb?,62,12,neutral
Casio les pone los números de lote de producción como nombre a sus relojes 🤣,76,15,neutral
"el segundo está tremendo, lástima que no está en Argentina.",59,10,neutral
Primero y el último sin duda.😳,30,6,neutral
Un reloj versace con correa de cuero queda bien,47,9,neutral
El primero es el mejor,22,5,neutral
Que opinan de la serie Edifice?,31,6,neutral
quien es bea?,13,3,neutral
Puedes hacer una pero para mujeres también 🥺,44,8,neutral
te faltan los edifice,21,4,neutral
"muy padres pero muy pequeños desafortunadamente, solo para hombres con muñecas pequeñas.",89,12,neutral
"ltp quiere decir pieza tipo Leidy,mtp quiere decir pieza tipo militar. saludos",78,12,neutral
El segundo 😮‍💨,14,3,neutral
Me encantó el enetepeveuvezeta trescuatroequiyigriega. 🗿,56,6,neutral
El segundero del segundo reloj hace tic tac? O no se para?,58,12,neutral
Haz un vídeo de gafas de sol por favor,38,9,neutral
"No me interesa verme elegante, pero me encanta la estética de esos relojes",74,13,neutral
son los nombres o los códigos de descuento?,43,8,neutral
Ya sabemos que no comprar,25,5,neutral
Uno que no sale y a qué mi siempre me ha gustado son los MTP M305,65,16,neutral
Los dos primeros,16,3,neutral
que diferencia hay entre el primero y el último?? son casi iguales no?,70,13,neutral
Y el que tiene calculadora? 🗿,29,6,neutral
"el primero en verde, precioso 🤩🤩🤩🤩",35,6,positive
Casi hace los nombres con un algoritmo que usaban para nombrar asteroides,73,12,neutral
"WR 50 no significa que sea resistente al agua, simplemente a salpicaduras y lluvia :)",85,15,positive
El primero,10,2,neutral
Solo el pequeño no me gustó.,28,6,neutral
hermano por donde puedo comprar los.casios? aquí no hay tienda fisica,69,11,neutral
El primero me lo ha regalado mi novia jejeje la mejor,53,11,neutral
"El tercero me lo compré y se lo terminé regalando a mi novia, es muy pequeño",76,16,neutral
Él según y el tercero por Dios que belleza,42,9,neutral
haz uno de g-shock 🙇🏻‍♂️,24,5,neutral
Me encanta! Justo quería indicación de reloj para regalarle a mi marido 👏♥️,75,13,positive
El 4 🩵,6,3,neutral
"Disculpa una pregunta, es resistente al agua? Jajajjajaa Gran video, yo me quedo con el segundo🤙🏻",97,16,positive
El último es un prx barato,26,6,neutral
nombres faciles de recordar...,30,4,neutral
Quiero más vídeos de este tipo,30,6,neutral
Versión para chicas porfi ☺️,28,5,positive
dónde has comprado todos?,26,4,neutral
addiesdive es mejor,19,3,neutral
"El primero de cara verde, viene con correa jubilee?",51,9,neutral
Todos me gustaron excepto uno el que es muy pequeño,51,10,neutral
Casio es mi marca favorita toda la vida dura.,45,9,neutral
"Encuentras pequeño el LTP, porque es de mujer. Los q inician con MPT, son de hombre (entiendo q en realidad no hay género en gustó, pero el tamaño de las muñecas son distintos entre hombres y mujeres",199,37,neutral
es malo tener un reloj de color dorado y que no sea de oro 🥺?,61,15,neutral
pero que no el LTP es de Lady? por algo es así de pequeñito,59,14,neutral
Alguien dijo “super elegante”? 🤨,32,5,neutral
"Fanático de la marca y la uso a diario por años pero a ser realista: Casio y Elegancia no van de la mano, incluso si Edifice no dijera Casio se vendería más porque no apuntan al mismo público.",192,38,neutral
De todos el tercero pero lastima es muy pequeño soy de mano grande pero es lindo,80,16,neutral
Tengo el aq 230 muy bonito,26,6,neutral
Donde los puedo comprar,23,4,neutral
me gusta el primero berde,25,5,neutral
muestra otros modelos,21,3,neutral
Que gran video por fin un video que pone el precio de los relojes,65,14,neutral
"El primero me encanta, te lo he visto y lo he buscado en amazon, lo he comprado por 53€! Gracias amigo! 😀",105,22,positive
nombres para reloj y contraseña del pentágono,45,7,neutral
"un Casio digital? gracias,ya se que no es tan de mudar pero me gustan,ponme alguno por favor",93,17,neutral
a mí me encanta el mtp e515d,28,7,neutral
tienen más iniciales que los cohetes de la nasa,47,9,neutral
Que precio tiene el tifany,26,5,neutral
el segundo se ilusiona?,23,4,neutral
muller dando consejos,21,3,neutral
yo tengo un Casio k jamas he podido ponerlo a hora. lo tengo ahi aparacado.,75,15,neutral
yo tengo muñeca ancha cuál recomendia?,39,6,neutral
"El segundo no es resistente al agua, es resistente a salpicaduras. Como te duches con él chao",93,17,neutral
Mejor el Cassio EDIFICE WR100M,30,5,neutral
Fac el último,13,3,neutral
el mejor Casio es el C3PO-R2D2-BB8,34,6,neutral
el dorado 😍 me lo compro,24,6,positive
Falto el casio modo cuadrado,28,5,neutral
Un reloj para usar en universidad pero que se de forma casual??,64,12,neutral
"tengo 3 Casio y en casa solo usamos esa marca, es lo mejor",58,13,neutral
casio Marlim buen precio,24,4,neutral
"la serie LTP son relojes de mujer, por eso es pequeño. la serie para hombre es la MTP",85,18,neutral
alguien sabe si existe el 3 reloj pero en caja dorada?,55,11,neutral
cual es el Casio con correa de cuero?,37,8,neutral
iman gadzhi español,19,3,neutral
quién le llegó la mente la canción de Shakira que le dedicó a Piqué,67,14,neutral
el Casio color Tiffany me encanta,33,6,neutral
"Amigo estoy entre el MTP 1302PD o el MTP1370D, dame tu opinión sobre el MTP 1370D",81,16,neutral
"Tengan en cuenta que los únicos relojes que son aptos para nadar son los que tienen 100m de resistencia al agua, y que lo ideal es que tengan 200m, el 50m es muy básico y no les sirve para nadar",194,40,neutral
Na el mismo erró de número 4 romano paso Gracias casio,54,11,neutral
