user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time,word_count,bert_sentiment
Karlacardons,karlacardons,Es el mejor de muchos que he usado y mi cabello crece más rapido,1,0,1661987920,2022-08-31 18:18:40,belleza-y-cuidado,satisfaccion,64,2022-08-31 18:18:40,14,neutral
Greymath J,greymathjg15,Yo era de la que defendía forever a nutribella 😅 vi este video la dejé de usar un tiempo y mi cabello se puso horriblemente,1,0,1661972117,2022-08-31 13:55:17,belleza-y-cuidado,testimonio,123,2022-08-31 13:55:17,25,neutral
Camila Anchelía 🧚🏻‍♂️🫧,melacheckin,A mi me cambio la vida tengo el cabello hermoso,1,0,1658810270,2022-07-25 23:37:50,belleza-y-cuidado,satisfaccion,47,2022-07-25 23:37:50,10,neutral
Camila Anchelía 🧚🏻‍♂️🫧,melacheckin,A mi me cambio la vida tengo el cabello hermoso,1,0,1658810270,2022-07-25 23:37:50,belleza-y-cuidado,satisfaccion,47,2022-07-25 23:37:50,10,neutral
Luna♡,falc27,a mi también me funcionó desde la 2da semana usándola mi cabello mejoró bastante 🥺,1,0,1657072415,2022-07-05 20:53:35,belleza-y-cuidado,satisfaccion,82,2022-07-05 20:53:35,15,neutral
Antonella,anto.jimenez04,todos dicen que la primera semana te va bien y en la segunda muy mal y hacia tirar el cabello y la verdad no a mi me va muy bien 👍,0,0,1745602023,2025-04-25 12:27:03,belleza-y-cuidado,decepcion,130,2025-04-25 12:27:03,31,neutral
tefiflowers,tefiflowers18,"A TI NO PERO A MI SI ME AYUDO Y MUCHO A CRECER XK NO ME CRECIA NADAA, ASI QUE NO GENERALIZES QUE NO TE HAYA FUNCIONADO A TI NO SIGNIFICA Q,ALOSDEMANO",1,0,1645790396,2022-02-25 06:59:56,belleza-y-cuidado,queja,149,2022-02-25 06:59:56,32,neutral
Manu_23,manuuuw23,"No sé aplica seguido, yo lo uso 1 vez al mes cuando empezó a sentir mi cabello en pausa, a demás al tener cuero graso, si se usa seguid se pone peor.",0,0,1745507146,2025-04-24 10:05:46,belleza-y-cuidado,testimonio,149,2025-04-24 10:05:46,32,neutral
Nohemy,nohemysalcedo9130,creo que así como a unas puede hacerles bien a otras no ya que los cabellos son totalmente diferentes 🤷🏽‍♀..,1,0,1641653475,2022-01-08 09:51:15,belleza-y-cuidado,testimonio,108,2022-01-08 09:51:15,20,neutral
Angy robles,roblesmariela2,Puedes. Recomendar un producto para. Reparar el cabellp por favor,1,0,1641555864,2022-01-07 06:44:24,belleza-y-cuidado,consulta,65,2022-01-07 06:44:24,10,neutral
Mari Ribadeneira,marigrp18,yo la uso desde hace como 6 meses y me ha encantado el resultado 🤔 creo q depende del cabello y de cada organismo 😅,1,0,1639022896,2021-12-08 23:08:16,belleza-y-cuidado,testimonio,115,2021-12-08 23:08:16,25,neutral
Michu Vásconez,michivasconez,he usado cualquier cantidad de productos reconocidos y caros pero el nutribela es increíble,1,0,1637820771,2021-11-25 01:12:51,belleza-y-cuidado,testimonio,91,2021-11-25 01:12:51,14,neutral
Paulicubo,paulicubo,Quiero compartir tu video en una pregunta de tiktok como hago,1,0,1637550360,2021-11-21 22:06:00,belleza-y-cuidado,consulta,61,2021-11-21 22:06:00,11,neutral
𝑴𝒊𝒍𝒂𝒈𝒓𝒐𝒔 𝑷𝒂𝒍𝒍𝒊𝒏,milagrospallin,"A mi me funciona superr bienn, es más desde que lo uso mi cabello a mejorado bastante 🥰",1,0,1635663847,2021-10-31 02:04:07,belleza-y-cuidado,satisfaccion,87,2021-10-31 02:04:07,18,positive
laabuelita-un,laabuelitaun,a mi me va super bien y no se quiebra...es un producto increible. no se xq le haces mala fama..te sacaron de la empresa?,1,0,1635647720,2021-10-30 21:35:20,belleza-y-cuidado,consulta,120,2021-10-30 21:35:20,24,neutral
kariotero,kariotero,"los componente que colocaste son los mismos, o eso es lo que arroja Google pero no encuentro nada de malo en ello 🤷🏻‍♀️",1,0,1635645610,2021-10-30 21:00:10,belleza-y-cuidado,testimonio,119,2021-10-30 21:00:10,23,neutral
chiviecash,chiviecash,Nutribela es lo mejor que hay! El cambio a un cabello nutritivo es excelente!,1,0,1635482802,2021-10-28 23:46:42,belleza-y-cuidado,testimonio,77,2021-10-28 23:46:42,14,positive
user608173,stefania2910,😳😳😳😳😳😳 Que puedo usar?,1,0,1635266934,2021-10-26 11:48:54,belleza-y-cuidado,testimonio,23,2021-10-26 11:48:54,4,neutral
user5641436083282,rosmery20205,entonces que me recomiendas,1,0,1635137836,2021-10-24 23:57:16,belleza-y-cuidado,consulta,27,2021-10-24 23:57:16,4,neutral
Vilm@ V Mendoza,vivime17,yo uso la marroncita pero la anterior es mejor q la nueva pero igual a mi ningún tratamiento me arregla el cabello 😂😂😂😂,1,0,1635136213,2021-10-24 23:30:13,belleza-y-cuidado,testimonio,119,2021-10-24 23:30:13,23,neutral
Anaid hm🦋💜,anaid_156,yo voy usando 4 meses y mejoro mi cabello ya que yo la tengo tinturado amo NUTRIBELA ❤🤗,1,0,1635130280,2021-10-24 21:51:20,belleza-y-cuidado,satisfaccion,87,2021-10-24 21:51:20,18,positive
melissaquijanof,melissaquijanof,Con recomendarías tú sustituirlo???,1,0,1635119648,2021-10-24 18:54:08,belleza-y-cuidado,consulta,36,2021-10-24 18:54:08,4,neutral
Lina Marcela Rojas Granados,linamarcelarojasg7,"yo lo amaba y lo usé por varios años y comenzó a pasar lo q ella menciona, lo deje de usar y se ve como es realmente el cabello🥺☹️",1,0,1634444281,2021-10-16 23:18:01,belleza-y-cuidado,frustracion,130,2021-10-16 23:18:01,29,neutral
Laura,lsg98_,"Niñas solo deben aprende a conocer su cabello, cada producto funciona diferente, en mi caso me ha funcionado súper bien.",1,0,1634241346,2021-10-14 14:55:46,belleza-y-cuidado,queja,120,2021-10-14 14:55:46,20,neutral
.,liz_hb19,entonces cual mascarilla me recomiendan para mi cabello 😳,1,0,1634170246,2021-10-13 19:10:46,belleza-y-cuidado,consulta,57,2021-10-13 19:10:46,9,neutral
Xiomy 🖤💛,.xiomy_1,Oooowww a mi me encanta nutribela La recomiendo al 100% Es la unica mascariillls que me deja el cabello manejable luego de una decoloracion,1,0,1634150124,2021-10-13 13:35:24,belleza-y-cuidado,testimonio,139,2021-10-13 13:35:24,24,neutral
magafernan,magafernan,"a mí sí me lo deja bien, así que no a todos les pasa",1,0,1634149103,2021-10-13 13:18:23,belleza-y-cuidado,testimonio,52,2021-10-13 13:18:23,14,neutral
Jenn Onasis,jennonasis,Si tiene siliconas es un maquillaje amén 🥺,1,0,1634142838,2021-10-13 11:33:58,belleza-y-cuidado,testimonio,42,2021-10-13 11:33:58,8,neutral
Valencia Cecilia,valenciacecilia,es súper bueno a mí me funciona🥰,1,0,1634127302,2021-10-13 07:15:02,belleza-y-cuidado,queja,32,2021-10-13 07:15:02,7,positive
Thiana09,thiaana09,Entonces cual me recomiendas...,1,0,1634097262,2021-10-12 22:54:22,belleza-y-cuidado,consulta,31,2021-10-12 22:54:22,4,neutral
Dayana,dazchacon,Bio cress10 que tal será?,1,0,1634039743,2021-10-12 06:55:43,belleza-y-cuidado,consulta,25,2021-10-12 06:55:43,5,neutral
Lisa Peralta 💕,lisaperalta6,"Cuanta razón a mi me paso, ahora uso una profesional 🥰",1,0,1634017952,2021-10-12 00:52:32,belleza-y-cuidado,testimonio,55,2021-10-12 00:52:32,11,positive
Michelle🤍,chanchamitoo,INVESTIGUEN NO PORQUE LES HAGA BIEN QUIERE DECIR QUE SEA SANO,1,0,1633961591,2021-10-11 09:13:11,belleza-y-cuidado,satisfaccion,61,2021-10-11 09:13:11,11,neutral
Mms:),m039605,"Nopi, la verdad me ha funcionado excelente 🥰 lo uso luego del shampoo milagros y maravillosos resultados",1,0,1633957416,2021-10-11 08:03:36,belleza-y-cuidado,testimonio,104,2021-10-11 08:03:36,17,positive
Valentina,vrr_15,Y Pantene?,1,0,1633925542,2021-10-10 23:12:22,belleza-y-cuidado,testimonio,10,2021-10-10 23:12:22,2,neutral
Liz Brawn,lizbrawn2,"es como si ""maquillaras"" tu cabello😳",1,0,1633923537,2021-10-10 22:38:57,belleza-y-cuidado,sorpresa,36,2021-10-10 22:38:57,6,neutral
Ani Crista,anicrista,"maui, creo que se escribe, ¿qué opinas?",1,0,1633921627,2021-10-10 22:07:07,belleza-y-cuidado,testimonio,39,2021-10-10 22:07:07,7,neutral
Yuliana Ortega,yulort11,a mí me hizo pedazos el cabello..desde la 1ra vez,1,1,1633896727,2021-10-10 15:12:07,belleza-y-cuidado,frustracion,50,2021-10-10 15:12:07,10,neutral
CLRM💚,lonjas0000,"Yo me Decolore el pelo y me quedo seco opaco sin brillo, que me recomiendas soy de Perú 🥰",1,0,1633888398,2021-10-10 12:53:18,belleza-y-cuidado,consulta,89,2021-10-10 12:53:18,19,positive
LORRAINE FONTEINE,lorraine.fonteine,entonces cuál recomiendas?,0,0,1745350358,2025-04-22 14:32:38,belleza-y-cuidado,consulta,26,2025-04-22 14:32:38,3,neutral
Mia♐🌻🌌🌜🪐✈️🌄🎁🎧📽️,katherinna3006,una consulta lo venderán acá en Chile?,0,0,1745285289,2025-04-21 20:28:09,belleza-y-cuidado,consulta,39,2025-04-21 20:28:09,7,neutral
_ana_ayala,_ana_ayala_,¿Cómo se utilizan?,0,0,1745012834,2025-04-18 16:47:14,belleza-y-cuidado,consulta,18,2025-04-18 16:47:14,3,neutral
Cristina,cristi_ba93,a mí me produce frizz 😔 no me funciona 😭,0,0,1744877936,2025-04-17 03:18:56,belleza-y-cuidado,queja,40,2025-04-17 03:18:56,10,negative
Adisson,adisson_lo,todos huelen como el morado o cada color es distinto,0,0,1744766917,2025-04-15 20:28:37,belleza-y-cuidado,consulta,52,2025-04-15 20:28:37,10,neutral
Laura Aristizabal,aristizabal.15,Yo lo super recomiendo pero como existen diferentes tipos de cabellos no se si te funcione pero a mi me super funciono 😘,0,0,1744470885,2025-04-12 10:14:45,belleza-y-cuidado,satisfaccion,120,2025-04-12 10:14:45,23,positive
tere💗,tere54258,Por que siempre que me compro un producto para mi cabello lo critican😭,0,0,1743822123,2025-04-04 22:02:03,belleza-y-cuidado,frustracion,70,2025-04-04 22:02:03,13,neutral
Helenc Smith,helenc.smith,segun usted cual mascarilla recomienda entonces,0,0,1743273074,2025-03-29 13:31:14,belleza-y-cuidado,testimonio,47,2025-03-29 13:31:14,6,neutral
Karuma,karumaa_,cual es el mejor de todos acabo de comprar el dorado de reparación.,0,0,1742953479,2025-03-25 20:44:39,belleza-y-cuidado,consulta,67,2025-03-25 20:44:39,13,neutral
.cristal_1,.cristal_1,mejor usen shapoo de johnsons,0,0,1742859549,2025-03-24 18:39:09,belleza-y-cuidado,satisfaccion,29,2025-03-24 18:39:09,5,neutral
belkysmoreno577,belkysmoreno07,mi niña cae bien 😍 buenísimo no cae mal,0,0,1742257407,2025-03-17 19:23:27,belleza-y-cuidado,frustracion,39,2025-03-17 19:23:27,9,positive
blancadelosrios5,blancadelosrios5,pues después de decolorante el cabello o e usado y lo seguiré usando por k es el k me lobareparado junto con el vinagre,0,0,1741973325,2025-03-14 12:28:45,belleza-y-cuidado,testimonio,119,2025-03-14 12:28:45,24,neutral
𝕯♥,diana.carolina075,también es malo si solo la uso como pre shampoo?,0,0,1741901851,2025-03-13 16:37:31,belleza-y-cuidado,consulta,48,2025-03-13 16:37:31,10,neutral
Karla,karlai72,llevo mucho tiempo usándola y tengo el cabello hermoso 🥰🥰🥰,0,0,1741788451,2025-03-12 09:07:31,belleza-y-cuidado,satisfaccion,58,2025-03-12 09:07:31,10,positive
🎀𝓐𝓭𝓳𝓪𝓷𝓲 𝓖𝓪𝓻𝓬𝓲𝓪🎀,adjanig,No m harán Odiar las Mascarillas de Nutribella Jamás ❤️🥰Fue lo q m salvó el Cabello,0,0,1741537907,2025-03-09 11:31:47,belleza-y-cuidado,consulta,83,2025-03-09 11:31:47,16,positive
Kary,karycestrada,ami la vdd si me ha servido,0,0,1741481198,2025-03-08 19:46:38,belleza-y-cuidado,testimonio,27,2025-03-08 19:46:38,7,neutral
Rosa Velazquez,rosa_mlv,La acabo de comprar!! 🥺🥺🥺,0,0,1740999907,2025-03-03 06:05:07,belleza-y-cuidado,consulta,26,2025-03-03 06:05:07,5,positive
🌬,nicollv_3,yoblo uaso por mas de un año y mi cabello mejoro mucho,0,0,1740800452,2025-02-28 22:40:52,belleza-y-cuidado,testimonio,54,2025-02-28 22:40:52,12,neutral
Jachitza,jazzzz._bk,También depende de tu tipo de cabello y que tan poroso es 🤓☝️,0,0,1740433463,2025-02-24 16:44:23,belleza-y-cuidado,testimonio,61,2025-02-24 16:44:23,13,neutral
Juli💓,tkdoo.45,cada cuando se puede usar para no dañarlo??,0,1,1740258558,2025-02-22 16:09:18,belleza-y-cuidado,testimonio,43,2025-02-22 16:09:18,8,neutral
Mónica,abigaillopez195,shombre. nutribela es lo mejor que le a pasado a mi pelo.,0,0,1739850862,2025-02-17 22:54:22,belleza-y-cuidado,testimonio,57,2025-02-17 22:54:22,12,neutral
Gina,ginala7,a mi me gusta como deja el cabello y no la cambiaría....,0,0,1739772178,2025-02-17 01:02:58,belleza-y-cuidado,testimonio,56,2025-02-17 01:02:58,12,neutral
edis de Tati nini  kim,fati.maya69,queda el cabello hermoso y ya tengo tiempo usasndo,0,0,1738886380,2025-02-06 18:59:40,belleza-y-cuidado,testimonio,50,2025-02-06 18:59:40,9,neutral
la Jeny,jeeniifeerr12,donde la puedo encontrar España?,0,0,1738615135,2025-02-03 15:38:55,belleza-y-cuidado,consulta,32,2025-02-03 15:38:55,5,neutral
Esmeralda,mariexme2319,Hola Hermosa que shampoo me recomiendas mi cabello en la raíz es graso las puntas secas y es ondulado necesito un buen shampoo gracias 🥰🥰🥰,0,0,1737668790,2025-01-23 16:46:30,belleza-y-cuidado,consulta,138,2025-01-23 16:46:30,25,positive
Sol,solrealic,Yo tengo otro comentario yo utilice el amarillo de nutrición y mejoró bastante te mi cabello,0,0,1737364574,2025-01-20 04:16:14,belleza-y-cuidado,testimonio,92,2025-01-20 04:16:14,16,neutral
Mar Ascencio ¦ rous,mar.ascencio_,"A mi me ayudó más el nutribela, el de pantene solo le da aroma 💔",0,0,1737207820,2025-01-18 08:43:40,belleza-y-cuidado,testimonio,64,2025-01-18 08:43:40,15,neutral
𝑪𝒂𝒎𝒊𝒍𝒂𝑻𝒓𝒖𝒋𝒊𝒍𝒍𝒐💋,camilatrujillov.31,Que shampoo Y acondicionador y mascarilla puedo usar Quiero para repararis puntas secas y abiertas y para controlar el friizz que me recomiendas 🙏💗,0,2,1736925185,2025-01-15 02:13:05,belleza-y-cuidado,testimonio,147,2025-01-15 02:13:05,24,positive
ℒ༄,guadalupe_oo,Ayy ya me la compré 😞,0,0,1736647496,2025-01-11 21:04:56,belleza-y-cuidado,consulta,21,2025-01-11 21:04:56,6,negative
𝓝𝓪𝓸𝓶𝔂_,naamyy_xx.o,Pero la mascarilla no se aplica de medios a puntas? Porque si se aplica en el cuero cabelludo si reseca,0,0,1736130516,2025-01-05 21:28:36,belleza-y-cuidado,consulta,103,2025-01-05 21:28:36,20,neutral
judithmarianasuarez,judithmarianasuarez,en mi experiencia debieron solo dejar la mascarilla ya que el shampoo y el acondicionador propicia la caída del cabello,0,0,1735923550,2025-01-03 11:59:10,belleza-y-cuidado,testimonio,119,2025-01-03 11:59:10,20,neutral
Pereyra,harucita4,use nutribella morado en shampoo y me fregó la vida,0,0,1735851735,2025-01-02 16:02:15,belleza-y-cuidado,testimonio,51,2025-01-02 16:02:15,10,neutral
Mary Ojeda,mary.ojeda90,es lo mejor. me fasina,0,0,1735348129,2024-12-27 20:08:49,belleza-y-cuidado,satisfaccion,22,2024-12-27 20:08:49,5,neutral
🔥😻😏دينيسي🙈,isabel313gmail0,alguna peliroja a usado nuribela??,0,0,1735243329,2024-12-26 15:02:09,belleza-y-cuidado,consulta,35,2024-12-26 15:02:09,5,neutral
Lore Jiménez 💜,lorenaj38,a mi me funciona muy bien!,0,0,1735222205,2024-12-26 09:10:05,belleza-y-cuidado,queja,27,2024-12-26 09:10:05,6,neutral
sol,solluna936,mi cabello estaba poroso áspero nada moldeable y Ise el Nutribella y cambio mágicamente mi cabello mejoro se puso lindo suave y liso,0,0,1734738505,2024-12-20 18:48:25,belleza-y-cuidado,testimonio,132,2024-12-20 18:48:25,23,neutral
yojanamorles3,yojanamorles3,yo la usaba y tenía caída cambien skala se me freno la caída pero ahora que lo uso de nuevo se me está cayendo por montón,0,0,1732484056,2024-11-24 16:34:16,belleza-y-cuidado,testimonio,121,2024-11-24 16:34:16,26,neutral
Mayra solecito,mayra.solecito,"a pesar de ser económica, uno tener mercdoctenia,es muy buena 🥰",0,0,1732249054,2024-11-21 23:17:34,belleza-y-cuidado,testimonio,64,2024-11-21 23:17:34,11,positive
Rocío Jaimes👑,rosiojaimes043,en especial yo usó Nutribela y es súper bien 👌,0,0,1732024530,2024-11-19 08:55:30,belleza-y-cuidado,testimonio,46,2024-11-19 08:55:30,10,positive
dayami<3,dayamivz,mejor que las de Garnier fruts que no me sirvieron de nadaaaa,0,0,1731703153,2024-11-15 15:39:13,belleza-y-cuidado,consulta,61,2024-11-15 15:39:13,12,neutral
𝑽𝒂𝒏𝒆𝒔𝒔𝒂 𝑺𝒖𝒎𝒎𝒆𝒓꧂,vanessa.summer5,"pero vamos a ver, si causa daños endocrinos, ¿Como puede ser eso? Si pone que te la tienes que echar de medios a puntas si no tocas la raíz pues no te absorbe la piel",0,0,1730432285,2024-10-31 22:38:05,belleza-y-cuidado,sorpresa,166,2024-10-31 22:38:05,35,neutral
alejandraporras01,alejandra_porras24,que opinas de las mascarillas de saviltal,0,0,1729825104,2024-10-24 21:58:24,belleza-y-cuidado,consulta,41,2024-10-24 21:58:24,7,neutral
Dayabel <3,dayabel_17,"Cada quien usa lo que quiere si no les gusta esta bien y si les gusta igual ^^, yo lo uso y me gusta el brillo que da, el olor perdura,el cabello se siente suave y me dura el cabello más limpio 💕",0,0,1729206985,2024-10-17 18:16:25,belleza-y-cuidado,testimonio,196,2024-10-17 18:16:25,43,positive
Edgar Hernandez,edgarhc0412,"yo viendo este videos después de probar el producto por primera vez, jajaja",0,0,1726885878,2024-09-20 21:31:18,belleza-y-cuidado,sorpresa,75,2024-09-20 21:31:18,13,neutral
Hürrem,hrrem56,"yo lo uso desde que salió a la venta aquí en México y creo que es como un año o lago más, y nunca me dejó el pelo feo, diente que es depende de el tiempo que lo dejes o el tipo que compres.",0,0,1724099322,2024-08-19 15:28:42,belleza-y-cuidado,testimonio,189,2024-08-19 15:28:42,44,neutral
Ly ARz,lrz.21,entonces que uso?,0,0,1723822822,2024-08-16 10:40:22,belleza-y-cuidado,testimonio,17,2024-08-16 10:40:22,3,neutral
Anastasia Baxter,anastasiabaxter,amoooo,0,0,1721557290,2024-07-21 05:21:30,belleza-y-cuidado,satisfaccion,6,2024-07-21 05:21:30,1,neutral
Marcela98VZ,marc98vz,Me ha funcionado bastante bien 🥰,0,0,1719460275,2024-06-26 22:51:15,belleza-y-cuidado,satisfaccion,32,2024-06-26 22:51:15,6,positive
angierouse,angierouse7,A ami me va bien mi pelo está sano,0,0,1715232497,2024-05-09 00:28:17,belleza-y-cuidado,satisfaccion,34,2024-05-09 00:28:17,9,neutral
Cardosso Verónika,vekka78,ay nooo!!! a mi no se me ha puesto así 😃 es una maravilla!!!,0,0,1711344448,2024-03-25 00:27:28,belleza-y-cuidado,sorpresa,60,2024-03-25 00:27:28,14,positive
Dayra2000,dayradaniella2000,a nunca me a quedado hermoso,0,0,1710984793,2024-03-20 20:33:13,belleza-y-cuidado,decepcion,28,2024-03-20 20:33:13,6,neutral
𝓖✮,gery_vlz,"pues a lo mejor y a ella no le cayó y por algo no lo recomienda,pero a mí me ha ido super bien con este producto",0,0,1710048274,2024-03-10 00:24:34,belleza-y-cuidado,testimonio,112,2024-03-10 00:24:34,26,neutral
María Victoria 💗,mariavictoria0302,a mi se me cayó el pelo horriblemente por la nutribella,0,0,1709871475,2024-03-07 23:17:55,belleza-y-cuidado,testimonio,55,2024-03-07 23:17:55,11,neutral
